1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 4.844444370948399747e-01 2.725620964705128824e-01 1.676558266175114942e-01 1.075166154785242301e-01 6.951924764059787265e-02 4.394686337376252361e-02 2.577906664953767690e-02 1.189730722225844015e-02 0.000000000000000000e+00
1.000000000000000000e+00 6.656673189742450258e-01 4.389921676800100370e-01 2.916763047850138291e-01 1.941662508209319737e-01 1.278796332123631196e-01 8.159195471722685555e-02 4.808655856775687076e-02 2.224098802044401427e-02 0.000000000000000000e+00
1.000000000000000000e+00 7.400803377769411551e-01 5.276514666848850510e-01 3.680148994885097946e-01 2.519917963370285618e-01 1.686172371653814617e-01 1.085303295360443565e-01 6.426273099659314536e-02 2.979093190300425090e-02 0.000000000000000000e+00
1.000000000000000000e+00 7.681458126743792025e-01 5.656564329817723724e-01 4.036045794419780841e-01 2.803980390985183480e-01 1.892719483857245588e-01 1.224428450698581000e-01 7.270463614476391223e-02 3.375129921051528425e-02 0.000000000000000000e+00
1.000000000000000000e+00 7.681458126743792025e-01 5.656564329817723724e-01 4.036045794419780841e-01 2.803980390985183480e-01 1.892719483857245588e-01 1.224428450698581000e-01 7.270463614476391223e-02 3.375129921051528425e-02 0.000000000000000000e+00
1.000000000000000000e+00 7.400803377769411551e-01 5.276514666848850510e-01 3.680148994885097946e-01 2.519917963370285618e-01 1.686172371653814617e-01 1.085303295360443565e-01 6.426273099659314536e-02 2.979093190300425090e-02 0.000000000000000000e+00
1.000000000000000000e+00 6.656673189742450258e-01 4.389921676800100370e-01 2.916763047850138291e-01 1.941662508209319737e-01 1.278796332123631196e-01 8.159195471722685555e-02 4.808655856775687076e-02 2.224098802044401427e-02 0.000000000000000000e+00
1.000000000000000000e+00 4.844444370948399747e-01 2.725620964705128824e-01 1.676558266175114942e-01 1.075166154785242301e-01 6.951924764059787265e-02 4.394686337376252361e-02 2.577906664953767690e-02 1.189730722225844015e-02 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
