1 0 0 0 0 0 0 0 0 0
1 0.484444 0.272562 0.167656 0.107517 0.0695193 0.0439469 0.0257791 0.0118973 0
1 0.665667 0.438992 0.291676 0.194166 0.12788 0.081592 0.0480866 0.022241 0
1 0.74008 0.527651 0.368015 0.251992 0.168617 0.10853 0.0642627 0.0297909 0
1 0.768146 0.565656 0.403605 0.280398 0.189272 0.122443 0.0727046 0.0337513 0
1 0.768146 0.565656 0.403605 0.280398 0.189272 0.122443 0.0727046 0.0337513 0
1 0.74008 0.527651 0.368015 0.251992 0.168617 0.10853 0.0642627 0.0297909 0
1 0.665667 0.438992 0.291676 0.194166 0.12788 0.081592 0.0480866 0.022241 0
1 0.484444 0.272562 0.167656 0.107517 0.0695193 0.0439469 0.0257791 0.0118973 0
1 0 0 0 0 0 0 0 0 0
