1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 4.849678899015249511e-01 2.736020509690699765e-01 1.692181445477278501e-01 1.096582532988158998e-01 7.240703993332189836e-02 4.793547875203624936e-02 3.151363298758717152e-02 2.044506585912012758e-02 1.302333486846964095e-02 8.095602968398833699e-03 4.849103742341929688e-03 2.695938380768599096e-03 1.195688469765279717e-03 0.000000000000000000e+00
1.000000000000000000e+00 6.666510040620252653e-01 4.409467012878717229e-01 2.946121947838281629e-01 1.981909524104695786e-01 1.333056987171658547e-01 8.908531795085353200e-02 5.885656468345798475e-02 3.828570210571050070e-02 2.442408971898239398e-02 1.519488109495256006e-02 9.106025849648920895e-03 5.063825687705155940e-03 2.246280400460837906e-03 0.000000000000000000e+00
1.000000000000000000e+00 7.414056873574104145e-01 5.302845942424501136e-01 3.719703216485763519e-01 2.574134767854060479e-01 1.759262239543509243e-01 1.186217120143092801e-01 7.876174626491486142e-02 5.137831333864698036e-02 3.282834433349296477e-02 2.044248226149051120e-02 1.225705341437609286e-02 6.818327849499213056e-03 3.024944113985550929e-03 0.000000000000000000e+00
1.000000000000000000e+00 7.696528830319996350e-01 5.686507191248815207e-01 4.081022502181038125e-01 2.865629705895632040e-01 1.975821212965762630e-01 1.339151785313656973e-01 8.918395923685971949e-02 5.827766958846178347e-02 3.727436673730713523e-02 2.322440787294546838e-02 1.392995802854369095e-02 7.750324922936474049e-03 3.438822561415072216e-03 0.000000000000000000e+00
1.000000000000000000e+00 7.696528830319996350e-01 5.686507191248815207e-01 4.081022502181038125e-01 2.865629705895632040e-01 1.975821212965762630e-01 1.339151785313656973e-01 8.918395923685971949e-02 5.827766958846178347e-02 3.727436673730713523e-02 2.322440787294546838e-02 1.392995802854369095e-02 7.750324922936474049e-03 3.438822561415072216e-03 0.000000000000000000e+00
1.000000000000000000e+00 7.414056873574104145e-01 5.302845942424501136e-01 3.719703216485763519e-01 2.574134767854060479e-01 1.759262239543509243e-01 1.186217120143092801e-01 7.876174626491486142e-02 5.137831333864698036e-02 3.282834433349296477e-02 2.044248226149051120e-02 1.225705341437609286e-02 6.818327849499213056e-03 3.024944113985550929e-03 0.000000000000000000e+00
1.000000000000000000e+00 6.666510040620252653e-01 4.409467012878717229e-01 2.946121947838281629e-01 1.981909524104695786e-01 1.333056987171658547e-01 8.908531795085353200e-02 5.885656468345798475e-02 3.828570210571050070e-02 2.442408971898239398e-02 1.519488109495256006e-02 9.106025849648920895e-03 5.063825687705155940e-03 2.246280400460837906e-03 0.000000000000000000e+00
1.000000000000000000e+00 4.849678899015249511e-01 2.736020509690699765e-01 1.692181445477278501e-01 1.096582532988158998e-01 7.240703993332189836e-02 4.793547875203624936e-02 3.151363298758717152e-02 2.044506585912012758e-02 1.302333486846964095e-02 8.095602968398833699e-03 4.849103742341929688e-03 2.695938380768599096e-03 1.195688469765279717e-03 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
